game_id,lower_bound,upper_bound,gap,bonus_size,points_rule,bonus_rule,action_space_size,total_equilibria_in_game,pure_equilibria_in_game,mixed_equilibria_in_game,symmetric_equilibria_in_game,equilibrium_id,equilibrium_type,is_symmetric,is_pure,is_mixed,row_strategy,col_strategy,row_action_probs,col_action_probs,analysis_success,error_message,selection_stage,selection_reason,payoff_dominant,risk_dominant,strongly_dominant,total_components,surviving_components,row_support_size,col_support_size,row_support_proportion,col_support_proportion,max_support_size,min_support_size
1089703,14,20,3,6,normal_plus_two,less_upper,7,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[20, 1.0]]","[[20, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.14285714285714285,0.14285714285714285,1,1
1095024,14,21,2,8,normal_minus_one,gap_lower,8,5,0,5,1,5.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.25, 0.0, 0.5, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.25, 0.0, 0.5, 0.0, 0.25]","[[17, 0.25], [19, 0.5], [21, 0.25]]","[[17, 0.25], [19, 0.5], [21, 0.25]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,3,3,0.375,0.375,3,3
1095674,14,21,2,10,normal_minus_two,unequal,8,30,2,28,16,7.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.3, 0.4]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.3, 0.4]","[[18, 0.1], [19, 0.2], [20, 0.3], [21, 0.4]]","[[18, 0.1], [19, 0.2], [20, 0.3], [21, 0.4]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,4,4,0.5,0.5,4,4
1098317,14,22,3,1,normal_plus_one,unequal,9,3,3,0,1,3.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[22, 1.0]]","[[22, 1.0]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,1,1,0.1111111111111111,0.1111111111111111,1,1
1103095,14,22,3,19,normal_plus_two,sum_even,9,3,2,1,3,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[21, 1.0]]","[[21, 1.0]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,1,1,0.1111111111111111,0.1111111111111111,1,1
1111577,14,24,1,13,normal_plus_one,sum_upper,11,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[24, 1.0]]","[[24, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.09090909090909091,0.09090909090909091,1,1
1112448,14,24,2,17,normal_minus_one,gap_lower,11,3,0,3,1,3.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.29411764705882354, 0.0, 0.35294117647058826, 0.0, 0.23529411764705882, 0.0, 0.11764705882352941]","[0.0, 0.0, 0.0, 0.0, 0.29411764705882354, 0.0, 0.35294117647058826, 0.0, 0.23529411764705882, 0.0, 0.11764705882352941]","[[18, 0.29411764705882354], [20, 0.35294117647058826], [22, 0.23529411764705882], [24, 0.11764705882352941]]","[[18, 0.29411764705882354], [20, 0.35294117647058826], [22, 0.23529411764705882], [24, 0.11764705882352941]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,4,4,0.36363636363636365,0.36363636363636365,4,4
1118593,14,26,2,2,normal_plus_two,more_than,13,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[26, 1.0]]","[[26, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.07692307692307693,0.07692307692307693,1,1
1119833,14,26,1,7,normal_plus_one,gap_lower,13,5,0,5,1,4.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285]","[[23, 0.14285714285714285], [24, 0.42857142857142855], [25, 0.2857142857142857], [26, 0.14285714285714285]]","[[23, 0.14285714285714285], [24, 0.42857142857142855], [25, 0.2857142857142857], [26, 0.14285714285714285]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,4,4,0.3076923076923077,0.3076923076923077,4,4
1124205,14,27,1,4,two_less_max_costless,sum_even,14,99,50,49,15,1.0,pure_symmetric,True,True,False,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[14, 1.0]]","[[14, 1.0]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,1,1,0.07142857142857142,0.07142857142857142,1,1
1135895,14,29,2,10,normal_plus_one,less_upper,16,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[29, 1.0]]","[[29, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.0625,0.0625,1,1
1140976,14,30,1,11,normal,gap_higher,17,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[30, 1.0]]","[[30, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.058823529411764705,0.058823529411764705,1,1
1144760,14,31,3,6,normal_minus_two,equal,18,23,7,16,23,20.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333]","[[29, 0.6666666666666666], [31, 0.3333333333333333]]","[[29, 0.6666666666666666], [31, 0.3333333333333333]]",True,,payoff_dominance,Selected via payoff (Pareto) dominance,True,False,False,2,1,2,2,0.1111111111111111,0.1111111111111111,2,2
1145325,14,31,1,8,two_less_max_costless,sum_even,18,163,82,81,19,1.0,pure_symmetric,True,True,False,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[14, 1.0]]","[[14, 1.0]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,1,1,0.05555555555555555,0.05555555555555555,1,1
1150460,14,32,1,9,normal_minus_two,gap_lower,19,7,0,7,1,7.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111]","[[29, 0.3333333333333333], [30, 0.3333333333333333], [31, 0.2222222222222222], [32, 0.1111111111111111]]","[[29, 0.3333333333333333], [30, 0.3333333333333333], [31, 0.2222222222222222], [32, 0.1111111111111111]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,4,4,0.21052631578947367,0.21052631578947367,4,4
1157259,15,19,2,15,two_less_max_costless,sum_upper,5,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]","[[19, 1.0]]","[[19, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.2,0.2,1,1
1166228,15,21,1,11,normal_minus_two,sum_upper,7,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[21, 1.0]]","[[21, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.14285714285714285,0.14285714285714285,1,1
1175721,15,23,3,9,two_less_max_costless,sum_odd,9,24,8,16,4,9.0,mixed_symmetric,True,False,True,"[0.0, 0.3888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6111111111111112]","[0.0, 0.3888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6111111111111112]","[[16, 0.3888888888888889], [23, 0.6111111111111112]]","[[16, 0.3888888888888889], [23, 0.6111111111111112]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.2222222222222222,0.2222222222222222,2,2
1187959,15,25,3,18,normal_plus_two,gap_lower,11,5,0,5,1,1.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666]","[[19, 0.5], [22, 0.3333333333333333], [25, 0.16666666666666666]]","[[19, 0.5], [22, 0.3333333333333333], [25, 0.16666666666666666]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,3,3,0.2727272727272727,0.2727272727272727,3,3
1197912,15,27,2,17,normal_minus_one,sum_upper,13,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[27, 1.0]]","[[27, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.07692307692307693,0.07692307692307693,1,1
1198492,15,27,3,19,normal,coordinate_low,13,3,2,1,3,3.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[27, 1.0]]","[[27, 1.0]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,1,1,0.07692307692307693,0.07692307692307693,1,1
1199406,15,28,3,4,normal_minus_one,equal,14,11,5,6,11,2.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[[25, 1.0]]","[[25, 1.0]]",True,,payoff_dominance,Selected via payoff (Pareto) dominance,True,False,False,2,1,1,1,0.07142857142857142,0.07142857142857142,1,1
1209282,15,30,1,3,normal_minus_one,less_upper,16,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[30, 1.0]]","[[30, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.0625,0.0625,1,1
1229936,16,20,3,6,normal_minus_two,gap_lower,5,3,2,1,1,3.0,mixed_symmetric,True,False,True,"[0.0, 0.5, 0.0, 0.0, 0.5]","[0.0, 0.5, 0.0, 0.0, 0.5]","[[17, 0.5], [20, 0.5]]","[[17, 0.5], [20, 0.5]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.4,0.4,2,2
1264722,16,27,1,4,normal_minus_one,less_upper,12,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[27, 1.0]]","[[27, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.08333333333333333,0.08333333333333333,1,1
1264794,16,27,1,5,normal_minus_one,gap_higher,12,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[27, 1.0]]","[[27, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.08333333333333333,0.08333333333333333,1,1
1266409,16,27,2,11,normal_plus_two,gap_absolute,12,15,4,11,3,5.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4090909090909091, 0.0, 0.5909090909090909, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4090909090909091, 0.0, 0.5909090909090909, 0.0]","[[24, 0.4090909090909091], [26, 0.5909090909090909]]","[[24, 0.4090909090909091], [26, 0.5909090909090909]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.16666666666666666,0.16666666666666666,2,2
1275677,16,29,3,8,normal_plus_one,more_than,14,3,2,1,1,3.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.75]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.75]","[[25, 0.25], [29, 0.75]]","[[25, 0.25], [29, 0.75]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.14285714285714285,0.14285714285714285,2,2
1282523,16,30,4,15,normal_plus_one,gap_absolute,15,115,8,107,9,13.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36666666666666664, 0.0, 0.0, 0.0, 0.6333333333333333, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36666666666666664, 0.0, 0.0, 0.0, 0.6333333333333333, 0.0, 0.0, 0.0]","[[23, 0.36666666666666664], [27, 0.6333333333333333]]","[[23, 0.36666666666666664], [27, 0.6333333333333333]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.13333333333333333,0.13333333333333333,2,2
1282542,16,30,3,15,normal_minus_one,more_than,15,5,2,3,1,5.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6]","[[22, 0.06666666666666667], [26, 0.3333333333333333], [30, 0.6]]","[[22, 0.06666666666666667], [26, 0.3333333333333333], [30, 0.6]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,3,3,0.2,0.2,3,3
1286818,16,31,4,12,normal,unequal,16,9,2,7,1,9.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.11666666666666667, 0.2, 0.2833333333333333, 0.36666666666666664]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.11666666666666667, 0.2, 0.2833333333333333, 0.36666666666666664]","[[27, 0.03333333333333333], [28, 0.11666666666666667], [29, 0.2], [30, 0.2833333333333333], [31, 0.36666666666666664]]","[[27, 0.03333333333333333], [28, 0.11666666666666667], [29, 0.2], [30, 0.2833333333333333], [31, 0.36666666666666664]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,5,5,0.3125,0.3125,5,5
1290390,16,32,3,7,normal_minus_one,gap_lower,17,3,0,3,1,3.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.42857142857142855]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.42857142857142855]","[[29, 0.5714285714285714], [32, 0.42857142857142855]]","[[29, 0.5714285714285714], [32, 0.42857142857142855]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.11764705882352941,0.11764705882352941,2,2
1292575,16,32,3,15,normal_plus_two,more_than,17,5,2,3,1,5.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6]","[[24, 0.06666666666666667], [28, 0.3333333333333333], [32, 0.6]]","[[24, 0.06666666666666667], [28, 0.3333333333333333], [32, 0.6]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,3,3,0.17647058823529413,0.17647058823529413,3,3
1307185,17,21,2,13,normal_plus_two,sum_odd,5,3,2,1,1,3.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.46153846153846156, 0.5384615384615384]","[0.0, 0.0, 0.0, 0.46153846153846156, 0.5384615384615384]","[[20, 0.46153846153846156], [21, 0.5384615384615384]]","[[20, 0.46153846153846156], [21, 0.5384615384615384]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.4,0.4,2,2
1322427,17,24,2,14,two_less_max_costless,equal,8,254,8,246,254,1.0,pure_symmetric,True,True,False,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[17, 1.0]]","[[17, 1.0]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,1,1,0.125,0.125,1,1
1323075,17,24,2,16,two_less_max_costless,less_upper,8,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[24, 1.0]]","[[24, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.125,0.125,1,1
1326432,17,25,2,10,normal_minus_one,sum_even,9,3,2,1,3,2.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55, 0.45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55, 0.45]","[[24, 0.55], [25, 0.45]]","[[24, 0.55], [25, 0.45]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.2222222222222222,0.2222222222222222,2,2
1332057,17,26,3,12,two_less_max_costless,less_upper,10,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[26, 1.0]]","[[26, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.1,0.1,1,1
1332556,17,26,3,14,normal,sum_upper,10,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[26, 1.0]]","[[26, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.1,0.1,1,1
1337839,17,27,3,15,normal_plus_two,sum_upper,11,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[27, 1.0]]","[[27, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.09090909090909091,0.09090909090909091,1,1
1342306,17,28,4,13,normal,sum_odd,12,3,2,1,1,3.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46153846153846156, 0.5384615384615384]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46153846153846156, 0.5384615384615384]","[[27, 0.46153846153846156], [28, 0.5384615384615384]]","[[27, 0.46153846153846156], [28, 0.5384615384615384]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.16666666666666666,0.16666666666666666,2,2
1345971,17,29,2,8,two_less_max_costless,sum_even,13,73,37,36,13,1.0,pure_symmetric,True,True,False,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[18, 1.0]]","[[18, 1.0]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,1,1,0.07692307692307693,0.07692307692307693,1,1
1348322,17,29,2,17,normal_minus_two,unequal,13,11,2,9,1,11.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0784313725490196, 0.13725490196078433, 0.19607843137254902, 0.2549019607843137, 0.3137254901960784]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0784313725490196, 0.13725490196078433, 0.19607843137254902, 0.2549019607843137, 0.3137254901960784]","[[24, 0.0196078431372549], [25, 0.0784313725490196], [26, 0.13725490196078433], [27, 0.19607843137254902], [28, 0.2549019607843137], [29, 0.3137254901960784]]","[[24, 0.0196078431372549], [25, 0.0784313725490196], [26, 0.13725490196078433], [27, 0.19607843137254902], [28, 0.2549019607843137], [29, 0.3137254901960784]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,6,6,0.46153846153846156,0.46153846153846156,6,6
1355125,17,31,4,5,normal_plus_two,gap_absolute,15,7,4,3,1,7.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.9]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.9]","[[27, 0.1], [31, 0.9]]","[[27, 0.1], [31, 0.9]]",True,,tracing_procedure,Selected symmetric equilibrium in final component,False,False,False,1,1,2,2,0.13333333333333333,0.13333333333333333,2,2
1360360,17,32,1,6,normal,gap_higher,16,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[32, 1.0]]","[[32, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.0625,0.0625,1,1
1370732,17,34,1,7,normal_minus_two,equal,18,32,8,24,32,28.0,mixed_symmetric,True,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47619047619047616, 0.3333333333333333, 0.19047619047619047]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47619047619047616, 0.3333333333333333, 0.19047619047619047]","[[32, 0.47619047619047616], [33, 0.3333333333333333], [34, 0.19047619047619047]]","[[32, 0.47619047619047616], [33, 0.3333333333333333], [34, 0.19047619047619047]]",True,,payoff_dominance,Selected via payoff (Pareto) dominance,True,False,False,2,1,3,3,0.16666666666666666,0.16666666666666666,3,3
1388612,18,23,1,18,normal_minus_two,gap_higher,6,1,1,0,1,1.0,pure_symmetric,True,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[23, 1.0]]","[[23, 1.0]]",True,,unique_equilibrium,Only Nash equilibrium found,False,False,False,1,1,1,1,0.16666666666666666,0.16666666666666666,1,1
